ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
211994,Odisha,Cuttack,Locality_415,Apartment,3,1540,135.57,0.09,2016,Unfurnished,1,17,9,7,5,Medium,Yes,Yes,"Clubhouse, Pool",West,Owner,Ready_to_Move
211995,Karnataka,Mangalore,Locality_56,Villa,1,1592,53.52,0.03,2005,Unfurnished,8,2,20,8,9,Medium,No,No,Garden,East,Broker,Under_Construction
211996,Rajasthan,Jodhpur,Locality_226,Villa,4,1310,280.13,0.21,2011,Unfurnished,15,25,14,4,10,High,Yes,Yes,"Clubhouse, Pool, Gym",West,Owner,Ready_to_Move
211997,Gujarat,Ahmedabad,Locality_372,Villa,5,1494,145.37,0.1,2008,Semi-furnished,9,26,17,6,5,High,Yes,Yes,Garden,East,Owner,Ready_to_Move
211998,Bihar,Patna,Locality_479,Apartment,3,1989,64.42,0.03,2015,Semi-furnished,4,12,10,6,1,High,No,Yes,"Pool, Clubhouse, Garden",East,Builder,Ready_to_Move
211999,Tamil Nadu,Chennai,Locality_360,Independent House,1,1317,289.03,0.22,2006,Semi-furnished,27,5,19,3,6,Low,Yes,No,"Pool, Gym, Clubhouse, Garden, Playground",North,Builder,Ready_to_Move
212000,Tamil Nadu,Coimbatore,Locality_427,Apartment,4,2864,23.75,0.01,2019,Unfurnished,18,10,6,5,7,Low,Yes,Yes,"Garden, Pool, Playground",East,Broker,Under_Construction
212001,Uttarakhand,Dehradun,Locality_363,Independent House,5,789,297.8,0.38,1990,Unfurnished,7,21,35,4,10,Medium,No,No,Clubhouse,East,Builder,Under_Construction
212002,Karnataka,Mangalore,Locality_410,Villa,4,1493,109.45,0.07,1993,Furnished,22,12,32,10,6,High,Yes,No,"Pool, Clubhouse, Playground, Garden, Gym",East,Broker,Under_Construction
212003,Assam,Silchar,Locality_336,Apartment,5,2670,234.15,0.09,1997,Semi-furnished,30,16,28,10,4,Low,No,Yes,"Clubhouse, Gym",West,Broker,Under_Construction
212004,Gujarat,Surat,Locality_194,Villa,2,4882,228.69,0.05,1992,Semi-furnished,11,26,33,4,9,Medium,No,No,"Gym, Clubhouse, Pool, Playground, Garden",North,Owner,Under_Construction
212005,Uttarakhand,Dehradun,Locality_434,Villa,3,3501,490.56,0.14,2009,Semi-furnished,23,28,16,9,7,Low,No,No,"Gym, Pool",East,Owner,Ready_to_Move
212006,Punjab,Ludhiana,Locality_364,Independent House,5,957,124.56,0.13,1998,Semi-furnished,0,4,27,5,6,Medium,No,No,"Garden, Playground, Pool",North,Broker,Ready_to_Move
212007,Tamil Nadu,Chennai,Locality_1,Independent House,1,3995,62.48,0.02,1994,Furnished,25,30,31,5,9,Medium,No,Yes,"Garden, Pool, Gym",South,Builder,Under_Construction
212008,West Bengal,Kolkata,Locality_12,Villa,3,3009,334.52,0.11,2021,Furnished,28,5,4,8,9,High,Yes,No,"Clubhouse, Gym, Garden",North,Builder,Ready_to_Move
212009,Uttarakhand,Haridwar,Locality_445,Independent House,5,2607,35.45,0.01,1997,Semi-furnished,22,5,28,10,10,Medium,No,No,Clubhouse,East,Builder,Under_Construction
212010,Andhra Pradesh,Vijayawada,Locality_380,Independent House,2,2752,298.22,0.11,2000,Semi-furnished,2,21,25,3,6,Low,No,Yes,"Pool, Garden, Playground",North,Builder,Under_Construction
212011,Bihar,Gaya,Locality_317,Independent House,5,3261,357.99,0.11,2003,Unfurnished,2,2,22,2,7,High,Yes,Yes,"Playground, Pool, Gym, Clubhouse",South,Builder,Under_Construction
212012,Madhya Pradesh,Indore,Locality_158,Independent House,5,677,354.48,0.52,1995,Semi-furnished,12,11,30,1,9,High,Yes,No,"Clubhouse, Gym",West,Broker,Ready_to_Move
212013,Delhi,Dwarka,Locality_240,Apartment,2,4455,376.03,0.08,1998,Unfurnished,0,27,27,6,3,Medium,Yes,No,"Playground, Gym, Pool",West,Broker,Ready_to_Move
212014,Telangana,Warangal,Locality_355,Independent House,2,4497,288.82,0.06,2007,Unfurnished,8,21,18,9,5,High,Yes,No,"Clubhouse, Pool, Playground, Garden",East,Builder,Ready_to_Move
212015,Maharashtra,Pune,Locality_69,Independent House,3,4648,40.95,0.01,2004,Furnished,0,16,21,1,7,Medium,Yes,Yes,"Pool, Playground, Garden",South,Owner,Under_Construction
212016,Maharashtra,Mumbai,Locality_298,Independent House,5,1452,384.56,0.26,2006,Unfurnished,6,6,19,6,10,High,No,Yes,"Playground, Garden, Pool",North,Owner,Under_Construction
212017,Gujarat,Surat,Locality_110,Independent House,5,3688,434.2,0.12,2005,Unfurnished,10,6,20,7,1,Medium,Yes,Yes,"Clubhouse, Pool, Gym",South,Owner,Ready_to_Move
212018,Tamil Nadu,Chennai,Locality_74,Apartment,1,3944,151.44,0.04,2020,Semi-furnished,25,28,5,4,1,High,Yes,Yes,"Garden, Gym, Clubhouse, Pool, Playground",East,Broker,Ready_to_Move
212019,Karnataka,Mangalore,Locality_162,Independent House,2,1555,290.7,0.19,2007,Semi-furnished,12,18,18,3,1,Medium,Yes,Yes,"Clubhouse, Garden",North,Owner,Ready_to_Move
212020,Tamil Nadu,Chennai,Locality_173,Villa,4,2326,107.44,0.05,2003,Unfurnished,10,11,22,6,3,High,Yes,No,Gym,East,Builder,Under_Construction
212021,Uttarakhand,Haridwar,Locality_112,Independent House,3,2976,446.7,0.15,2022,Semi-furnished,2,11,3,8,10,Low,Yes,Yes,"Pool, Gym, Garden",South,Owner,Ready_to_Move
212022,Punjab,Ludhiana,Locality_150,Apartment,4,4818,442.27,0.09,1992,Unfurnished,25,23,33,3,7,High,Yes,No,"Pool, Gym, Clubhouse",North,Owner,Under_Construction
212023,Haryana,Gurgaon,Locality_186,Apartment,3,3541,472.04,0.13,2002,Furnished,20,14,23,10,5,High,No,No,Pool,South,Owner,Ready_to_Move
212024,Kerala,Kochi,Locality_411,Apartment,4,3539,260.2,0.07,2017,Furnished,10,23,8,1,5,Medium,Yes,Yes,"Pool, Gym",South,Owner,Under_Construction
212025,Chhattisgarh,Bilaspur,Locality_215,Villa,1,3248,171.09,0.05,2022,Semi-furnished,24,10,3,9,5,High,Yes,Yes,"Playground, Garden, Clubhouse, Pool",South,Broker,Under_Construction
212026,Delhi,Dwarka,Locality_297,Independent House,2,4008,369.96,0.09,2020,Unfurnished,26,12,5,3,8,High,Yes,No,Clubhouse,South,Owner,Under_Construction
212027,Haryana,Gurgaon,Locality_293,Independent House,2,1152,308.6,0.27,2001,Furnished,9,3,24,9,1,Low,Yes,No,"Clubhouse, Gym, Pool, Playground",West,Owner,Under_Construction
212028,Uttar Pradesh,Lucknow,Locality_413,Villa,1,1780,154.69,0.09,2012,Semi-furnished,30,21,13,2,1,Medium,Yes,No,"Clubhouse, Pool, Playground, Gym",East,Broker,Under_Construction
212029,Bihar,Patna,Locality_496,Apartment,3,1845,459.17,0.25,2014,Semi-furnished,13,17,11,6,4,Low,No,Yes,"Gym, Pool, Clubhouse",East,Broker,Under_Construction
212030,Delhi,New Delhi,Locality_490,Independent House,3,3763,183.7,0.05,2005,Unfurnished,14,3,20,4,8,Medium,Yes,Yes,"Pool, Garden, Playground, Clubhouse",North,Builder,Under_Construction
212031,Uttarakhand,Haridwar,Locality_41,Villa,1,3679,349.06,0.09,1998,Furnished,9,27,27,3,5,Low,Yes,Yes,"Clubhouse, Gym, Pool, Playground",South,Owner,Ready_to_Move
212032,Uttar Pradesh,Noida,Locality_197,Independent House,3,4105,157.15,0.04,2009,Semi-furnished,9,22,16,6,7,Medium,No,Yes,"Garden, Clubhouse, Playground, Gym",West,Owner,Under_Construction
212033,Delhi,Dwarka,Locality_423,Independent House,3,3519,326.64,0.09,2004,Semi-furnished,3,15,21,2,5,Low,No,Yes,"Gym, Clubhouse, Garden, Pool, Playground",East,Broker,Ready_to_Move
212034,Karnataka,Bangalore,Locality_368,Villa,3,924,278.59,0.3,2002,Semi-furnished,25,29,23,7,4,Medium,No,No,"Clubhouse, Gym",North,Builder,Under_Construction
212035,Karnataka,Mysore,Locality_375,Independent House,4,3201,332.86,0.1,2014,Furnished,26,17,11,10,4,Medium,Yes,No,"Pool, Garden",West,Broker,Ready_to_Move
212036,Gujarat,Surat,Locality_426,Apartment,3,2109,483.07,0.23,2002,Furnished,16,26,23,1,9,Medium,No,Yes,"Playground, Pool, Clubhouse, Gym, Garden",South,Broker,Under_Construction
212037,Jharkhand,Jamshedpur,Locality_482,Villa,1,3055,38.34,0.01,2013,Semi-furnished,0,13,12,9,5,High,Yes,No,"Clubhouse, Pool, Gym, Playground",East,Builder,Ready_to_Move
212038,Madhya Pradesh,Bhopal,Locality_9,Apartment,2,1334,377.73,0.28,2001,Unfurnished,30,5,24,4,10,High,No,Yes,"Pool, Clubhouse, Gym, Garden, Playground",North,Broker,Ready_to_Move
212039,Maharashtra,Nagpur,Locality_103,Villa,1,4281,335.46,0.08,1998,Semi-furnished,25,30,27,6,7,Low,Yes,Yes,"Garden, Gym, Playground, Clubhouse, Pool",West,Broker,Under_Construction
212040,Uttar Pradesh,Lucknow,Locality_266,Villa,2,4752,402.78,0.08,1997,Unfurnished,2,3,28,6,4,Medium,No,No,"Playground, Clubhouse, Gym",West,Broker,Ready_to_Move
212041,Kerala,Trivandrum,Locality_46,Apartment,5,4900,267.37,0.05,2007,Semi-furnished,2,26,18,10,8,High,No,Yes,Pool,South,Builder,Under_Construction
212042,Punjab,Ludhiana,Locality_48,Independent House,5,3429,166.06,0.05,2007,Unfurnished,20,8,18,5,7,High,No,No,"Gym, Pool",East,Broker,Under_Construction
212043,West Bengal,Kolkata,Locality_333,Apartment,2,2009,193.35,0.1,2018,Furnished,17,1,7,10,9,Low,No,No,"Gym, Playground, Garden, Clubhouse, Pool",South,Owner,Ready_to_Move
212044,Madhya Pradesh,Indore,Locality_443,Independent House,2,1759,14.66,0.01,1993,Semi-furnished,2,2,32,10,6,High,No,Yes,"Gym, Playground",West,Builder,Under_Construction
212045,Telangana,Warangal,Locality_155,Apartment,3,3831,473.71,0.12,2008,Semi-furnished,18,11,17,10,4,Medium,Yes,No,"Gym, Pool, Garden",North,Broker,Ready_to_Move
212046,Telangana,Warangal,Locality_281,Independent House,3,2482,439.76,0.18,2015,Furnished,9,26,10,2,4,Low,Yes,No,"Clubhouse, Playground, Garden",South,Builder,Under_Construction
212047,Kerala,Trivandrum,Locality_56,Independent House,3,3745,82.69,0.02,2015,Unfurnished,16,21,10,8,5,Medium,No,No,"Garden, Pool, Gym, Playground",North,Builder,Ready_to_Move
212048,Rajasthan,Jodhpur,Locality_249,Apartment,2,1502,329.12,0.22,1992,Furnished,0,29,33,2,7,Medium,Yes,No,"Garden, Pool, Gym, Clubhouse, Playground",North,Builder,Ready_to_Move
212049,Chhattisgarh,Bilaspur,Locality_481,Independent House,5,1569,120.73,0.08,2005,Furnished,24,17,20,6,6,Low,Yes,No,"Pool, Playground, Clubhouse",West,Broker,Ready_to_Move
212050,Karnataka,Bangalore,Locality_388,Independent House,3,3626,160.41,0.04,2006,Unfurnished,11,14,19,6,1,High,No,Yes,"Garden, Pool, Gym",South,Owner,Under_Construction
212051,Kerala,Trivandrum,Locality_127,Villa,2,4614,238.2,0.05,1995,Unfurnished,15,24,30,7,8,Low,No,Yes,"Garden, Gym, Clubhouse, Playground",North,Builder,Under_Construction
212052,Punjab,Ludhiana,Locality_275,Apartment,3,3813,168.66,0.04,2018,Furnished,20,28,7,4,7,High,No,No,Pool,South,Broker,Ready_to_Move
212053,Gujarat,Ahmedabad,Locality_110,Apartment,4,4932,143.27,0.03,2022,Semi-furnished,4,5,3,10,6,Medium,Yes,Yes,Playground,East,Broker,Under_Construction
212054,Uttarakhand,Haridwar,Locality_384,Independent House,2,796,202.82,0.25,2012,Semi-furnished,14,28,13,10,9,High,Yes,Yes,"Pool, Gym, Playground",South,Broker,Under_Construction
212055,Kerala,Trivandrum,Locality_461,Independent House,3,1445,146.61,0.1,2006,Furnished,23,30,19,8,9,High,Yes,Yes,"Garden, Pool, Clubhouse, Gym",South,Owner,Under_Construction
212056,Telangana,Warangal,Locality_292,Independent House,2,2482,205.21,0.08,2009,Furnished,1,18,16,3,3,Medium,No,No,"Gym, Playground",South,Owner,Under_Construction
212057,Punjab,Amritsar,Locality_253,Independent House,4,3376,428.43,0.13,1997,Semi-furnished,23,23,28,9,10,Low,Yes,Yes,"Pool, Playground, Garden, Gym",North,Owner,Ready_to_Move
212058,Jharkhand,Ranchi,Locality_63,Independent House,5,4656,242.46,0.05,2011,Furnished,12,9,14,9,6,Medium,Yes,Yes,"Gym, Clubhouse, Garden, Pool",North,Owner,Ready_to_Move
212059,Tamil Nadu,Coimbatore,Locality_138,Apartment,3,4044,312.82,0.08,2020,Furnished,15,17,5,8,2,Low,No,Yes,"Pool, Gym, Clubhouse",North,Owner,Under_Construction
212060,West Bengal,Durgapur,Locality_397,Independent House,1,3520,102.14,0.03,2011,Furnished,6,9,14,5,5,High,Yes,No,Garden,East,Builder,Ready_to_Move
212061,Karnataka,Mangalore,Locality_48,Independent House,4,653,146.25,0.22,2003,Furnished,3,24,22,4,1,Medium,No,Yes,Playground,East,Builder,Under_Construction
212062,Madhya Pradesh,Indore,Locality_453,Independent House,4,4683,43.85,0.01,2000,Semi-furnished,29,27,25,2,8,Low,Yes,No,Pool,South,Builder,Under_Construction
212063,Telangana,Warangal,Locality_9,Independent House,1,2535,184.15,0.07,2020,Furnished,6,10,5,8,7,Low,Yes,No,"Clubhouse, Pool",North,Builder,Ready_to_Move
212064,Odisha,Cuttack,Locality_279,Villa,2,2247,19.51,0.01,1995,Furnished,25,7,30,4,9,Medium,No,No,Clubhouse,West,Builder,Ready_to_Move
212065,Karnataka,Bangalore,Locality_465,Villa,5,1687,467.96,0.28,1996,Unfurnished,22,22,29,7,7,Low,No,No,"Gym, Playground, Garden, Pool",South,Owner,Ready_to_Move
212066,Kerala,Kochi,Locality_319,Villa,2,1790,491.91,0.27,2011,Furnished,12,18,14,5,3,Medium,Yes,Yes,Pool,South,Owner,Ready_to_Move
212067,Rajasthan,Jaipur,Locality_26,Independent House,1,3380,17.98,0.01,2002,Semi-furnished,28,4,23,8,2,High,Yes,Yes,"Playground, Clubhouse, Pool, Gym, Garden",South,Broker,Under_Construction
212068,Telangana,Hyderabad,Locality_426,Villa,2,2203,239.52,0.11,2006,Semi-furnished,24,7,19,7,1,Low,No,Yes,"Garden, Gym",South,Builder,Under_Construction
212069,Telangana,Warangal,Locality_257,Independent House,1,3530,446.04,0.13,2004,Semi-furnished,5,1,21,1,6,Medium,No,Yes,Pool,South,Builder,Under_Construction
212070,Punjab,Ludhiana,Locality_440,Villa,3,4082,439.31,0.11,1990,Unfurnished,8,16,35,5,9,Medium,Yes,Yes,"Gym, Clubhouse, Playground",East,Broker,Under_Construction
212071,Tamil Nadu,Coimbatore,Locality_188,Apartment,5,1574,336.5,0.21,2021,Unfurnished,8,1,4,3,10,High,No,Yes,"Gym, Pool, Clubhouse, Playground",South,Builder,Under_Construction
212072,Kerala,Trivandrum,Locality_457,Apartment,1,4412,385.6,0.09,2015,Unfurnished,22,13,10,2,8,High,No,No,"Gym, Garden, Clubhouse, Playground",East,Builder,Under_Construction
212073,Telangana,Hyderabad,Locality_256,Villa,4,3203,292.91,0.09,2022,Furnished,18,29,3,6,8,Low,Yes,No,Gym,West,Builder,Ready_to_Move
212074,Uttarakhand,Haridwar,Locality_86,Independent House,4,4489,265.38,0.06,2001,Unfurnished,0,3,24,4,4,High,No,Yes,Garden,East,Owner,Under_Construction
212075,Rajasthan,Jaipur,Locality_133,Apartment,4,3540,455.99,0.13,2014,Semi-furnished,25,12,11,7,5,Medium,Yes,No,"Playground, Clubhouse, Garden, Pool, Gym",North,Builder,Under_Construction
212076,Rajasthan,Jodhpur,Locality_79,Independent House,2,4027,151.33,0.04,2016,Semi-furnished,14,8,9,4,5,Medium,No,No,"Pool, Playground, Clubhouse, Gym, Garden",South,Builder,Under_Construction
212077,Assam,Silchar,Locality_499,Apartment,5,4492,367.01,0.08,2022,Semi-furnished,20,14,3,8,9,Medium,No,Yes,"Pool, Garden, Gym, Clubhouse",South,Owner,Under_Construction
212078,Karnataka,Mangalore,Locality_40,Villa,5,4705,357.17,0.08,2009,Unfurnished,21,21,16,8,9,High,No,Yes,"Garden, Clubhouse, Gym",North,Owner,Under_Construction
212079,Jharkhand,Ranchi,Locality_413,Apartment,3,3075,298.79,0.1,2020,Furnished,22,30,5,4,8,High,No,No,"Playground, Garden, Clubhouse, Gym",West,Broker,Under_Construction
212080,Odisha,Cuttack,Locality_350,Villa,2,961,164.55,0.17,2013,Semi-furnished,28,23,12,7,2,Medium,No,No,"Playground, Pool",South,Broker,Ready_to_Move
212081,Delhi,Dwarka,Locality_393,Independent House,3,3237,243.79,0.08,2001,Semi-furnished,16,9,24,8,10,Low,No,Yes,Playground,West,Broker,Ready_to_Move
212082,Chhattisgarh,Bilaspur,Locality_141,Apartment,5,774,203.21,0.26,2020,Semi-furnished,11,29,5,5,9,Low,No,No,"Playground, Pool",West,Broker,Under_Construction
212083,Assam,Guwahati,Locality_279,Apartment,4,2917,379.26,0.13,2003,Semi-furnished,28,8,22,10,4,High,No,No,"Playground, Gym, Clubhouse, Garden, Pool",North,Builder,Under_Construction
212084,Uttar Pradesh,Noida,Locality_420,Apartment,3,2668,120.05,0.04,1994,Semi-furnished,17,30,31,3,4,Medium,Yes,Yes,"Pool, Gym, Clubhouse, Garden, Playground",South,Broker,Ready_to_Move
212085,Kerala,Trivandrum,Locality_440,Apartment,1,835,156.95,0.19,1993,Furnished,22,11,32,1,3,Low,No,No,"Pool, Gym, Clubhouse, Playground",West,Owner,Under_Construction
212086,Haryana,Faridabad,Locality_61,Apartment,1,3233,259.62,0.08,2017,Furnished,25,17,8,9,6,High,No,Yes,"Pool, Clubhouse",West,Broker,Ready_to_Move
212087,Kerala,Kochi,Locality_295,Villa,5,1372,373.41,0.27,2003,Semi-furnished,21,5,22,2,7,High,No,Yes,"Pool, Gym",East,Owner,Under_Construction
212088,Punjab,Ludhiana,Locality_405,Villa,3,2123,214.44,0.1,2023,Furnished,3,16,2,4,4,Low,Yes,No,"Gym, Playground, Garden, Clubhouse, Pool",South,Owner,Ready_to_Move
212089,Karnataka,Mangalore,Locality_366,Villa,1,2264,327.23,0.14,1994,Unfurnished,8,29,31,8,5,Low,Yes,Yes,"Garden, Playground",South,Broker,Ready_to_Move
212090,Jharkhand,Jamshedpur,Locality_385,Independent House,5,1506,262.84,0.17,2010,Furnished,14,10,15,5,7,Medium,No,Yes,"Gym, Pool",South,Builder,Under_Construction
212091,Chhattisgarh,Bilaspur,Locality_431,Villa,5,3951,428.75,0.11,2023,Semi-furnished,18,4,2,2,2,High,No,Yes,"Clubhouse, Garden, Pool, Gym",North,Broker,Under_Construction
212092,Telangana,Hyderabad,Locality_425,Apartment,2,1272,278.6,0.22,2013,Unfurnished,18,24,12,2,6,Medium,No,No,"Gym, Playground, Pool, Garden, Clubhouse",South,Builder,Ready_to_Move
212093,Kerala,Trivandrum,Locality_422,Independent House,1,3653,417.26,0.11,1990,Furnished,26,30,35,4,1,Medium,Yes,No,"Playground, Garden",North,Broker,Under_Construction
212094,Uttarakhand,Haridwar,Locality_190,Apartment,1,4948,79.24,0.02,2019,Unfurnished,20,9,6,10,6,Medium,Yes,No,"Pool, Gym, Playground, Garden",South,Broker,Ready_to_Move
212095,Tamil Nadu,Coimbatore,Locality_214,Villa,2,4815,491.21,0.1,1996,Semi-furnished,0,12,29,1,1,High,No,No,"Clubhouse, Garden, Playground, Gym, Pool",West,Builder,Under_Construction
212096,Maharashtra,Pune,Locality_99,Independent House,5,3957,465.82,0.12,2019,Semi-furnished,20,17,6,2,10,Low,No,Yes,"Garden, Playground",East,Broker,Ready_to_Move
212097,Rajasthan,Jodhpur,Locality_498,Villa,3,2920,462.62,0.16,2005,Semi-furnished,18,25,20,3,7,Low,Yes,Yes,"Playground, Garden, Pool",West,Builder,Under_Construction
212098,Jharkhand,Jamshedpur,Locality_344,Independent House,1,1865,262.98,0.14,2005,Semi-furnished,0,3,20,2,9,Medium,No,No,"Clubhouse, Garden, Pool",West,Builder,Ready_to_Move
212099,Punjab,Ludhiana,Locality_30,Apartment,4,1398,71.29,0.05,1994,Furnished,14,23,31,1,5,High,Yes,Yes,Pool,West,Broker,Ready_to_Move
212100,Delhi,New Delhi,Locality_159,Independent House,1,2453,147.13,0.06,2010,Furnished,9,18,15,5,9,Medium,Yes,No,"Gym, Garden",West,Owner,Under_Construction
212101,Assam,Silchar,Locality_249,Villa,4,732,305.05,0.42,2004,Unfurnished,25,6,21,7,2,High,Yes,Yes,Pool,East,Builder,Under_Construction
212102,Haryana,Faridabad,Locality_51,Villa,3,3529,104.36,0.03,2013,Furnished,15,26,12,10,3,High,No,No,"Gym, Pool, Clubhouse",North,Broker,Under_Construction
212103,Uttarakhand,Haridwar,Locality_97,Apartment,3,698,276.69,0.4,2018,Semi-furnished,18,19,7,10,5,Low,Yes,Yes,"Gym, Pool",North,Builder,Ready_to_Move
212104,Uttar Pradesh,Noida,Locality_303,Independent House,3,3017,336.44,0.11,2002,Furnished,7,7,23,2,5,Medium,No,Yes,"Garden, Pool",East,Broker,Ready_to_Move
212105,Madhya Pradesh,Indore,Locality_388,Villa,2,3411,10.65,0.0,1991,Furnished,3,18,34,7,8,Medium,Yes,No,Garden,South,Builder,Ready_to_Move
212106,Kerala,Trivandrum,Locality_268,Independent House,4,3719,289.82,0.08,2001,Unfurnished,17,10,24,7,7,High,No,No,Playground,East,Builder,Under_Construction
212107,Tamil Nadu,Coimbatore,Locality_421,Independent House,4,2445,201.77,0.08,2015,Unfurnished,24,14,10,2,6,Medium,Yes,No,"Gym, Garden, Clubhouse",East,Builder,Ready_to_Move
212108,Maharashtra,Nagpur,Locality_496,Independent House,1,4667,477.42,0.1,2007,Semi-furnished,25,10,18,4,8,High,Yes,No,"Pool, Playground, Clubhouse",East,Builder,Ready_to_Move
212109,Karnataka,Bangalore,Locality_204,Independent House,4,4262,24.65,0.01,1996,Semi-furnished,24,20,29,5,10,High,No,No,"Garden, Pool, Gym, Playground",West,Builder,Ready_to_Move
212110,Telangana,Hyderabad,Locality_64,Apartment,3,881,398.81,0.45,1999,Unfurnished,8,27,26,1,1,Medium,Yes,No,"Playground, Clubhouse, Pool",East,Broker,Ready_to_Move
212111,Jharkhand,Ranchi,Locality_169,Apartment,1,2766,482.18,0.17,2011,Semi-furnished,1,20,14,10,6,Medium,Yes,No,"Clubhouse, Pool, Gym, Garden, Playground",South,Broker,Ready_to_Move
212112,Assam,Silchar,Locality_455,Villa,5,3775,203.61,0.05,2001,Furnished,4,16,24,9,5,High,Yes,Yes,"Gym, Garden",East,Broker,Under_Construction
212113,Haryana,Faridabad,Locality_464,Villa,5,3996,125.76,0.03,1998,Unfurnished,3,9,27,5,4,Medium,No,Yes,"Clubhouse, Gym, Pool, Playground, Garden",South,Owner,Ready_to_Move
212114,Assam,Guwahati,Locality_495,Independent House,3,2888,483.01,0.17,2011,Unfurnished,20,18,14,10,2,Medium,No,No,"Gym, Garden, Clubhouse, Playground, Pool",North,Builder,Under_Construction
212115,Uttar Pradesh,Lucknow,Locality_258,Villa,4,3105,451.99,0.15,2023,Furnished,11,13,2,7,1,Medium,Yes,Yes,"Pool, Gym, Clubhouse",North,Builder,Under_Construction
212116,Odisha,Bhubaneswar,Locality_335,Villa,4,2465,179.42,0.07,2012,Furnished,6,10,13,10,5,Medium,No,No,"Pool, Playground",East,Owner,Ready_to_Move
212117,Uttarakhand,Haridwar,Locality_51,Apartment,1,3073,251.4,0.08,2020,Semi-furnished,1,15,5,4,8,Medium,No,No,"Clubhouse, Garden, Playground",South,Owner,Ready_to_Move
212118,Bihar,Patna,Locality_72,Villa,4,2443,145.49,0.06,2009,Semi-furnished,5,22,16,8,2,Low,No,No,"Gym, Garden, Clubhouse",West,Owner,Ready_to_Move
212119,West Bengal,Kolkata,Locality_380,Apartment,2,2706,50.4,0.02,1997,Furnished,22,21,28,3,10,High,No,No,"Clubhouse, Pool, Gym, Playground",West,Builder,Under_Construction
212120,Jharkhand,Ranchi,Locality_79,Villa,2,3215,381.19,0.12,2016,Unfurnished,22,25,9,2,9,High,Yes,Yes,Playground,East,Broker,Under_Construction
212121,Karnataka,Bangalore,Locality_380,Independent House,5,2018,474.74,0.24,1993,Furnished,23,2,32,7,9,High,No,No,"Garden, Gym, Clubhouse, Playground",North,Owner,Ready_to_Move
212122,Andhra Pradesh,Vishakhapatnam,Locality_82,Villa,2,3282,361.29,0.11,2020,Unfurnished,8,4,5,2,10,Low,No,No,"Clubhouse, Playground, Gym, Garden, Pool",North,Owner,Ready_to_Move
212123,Kerala,Kochi,Locality_186,Independent House,3,3282,139.7,0.04,2013,Furnished,0,26,12,2,6,Low,Yes,No,"Pool, Playground, Gym",West,Builder,Under_Construction
212124,Uttar Pradesh,Noida,Locality_117,Independent House,3,4746,143.61,0.03,2020,Semi-furnished,13,25,5,2,10,Low,No,Yes,"Clubhouse, Pool",East,Builder,Under_Construction
212125,Uttarakhand,Haridwar,Locality_430,Independent House,2,4563,104.82,0.02,2013,Unfurnished,13,5,12,2,6,Medium,Yes,Yes,"Garden, Playground",East,Broker,Under_Construction
212126,Gujarat,Surat,Locality_276,Independent House,4,1326,371.28,0.28,2009,Unfurnished,25,13,16,3,2,Medium,Yes,No,"Garden, Pool, Playground, Clubhouse",South,Builder,Ready_to_Move
212127,Uttar Pradesh,Lucknow,Locality_157,Independent House,1,1920,331.35,0.17,2014,Semi-furnished,1,24,11,7,3,Low,No,No,"Garden, Gym, Pool, Clubhouse",South,Builder,Under_Construction
212128,Gujarat,Ahmedabad,Locality_66,Apartment,3,2560,106.07,0.04,2003,Semi-furnished,25,3,22,4,7,Medium,Yes,Yes,"Clubhouse, Garden, Pool, Gym",East,Builder,Under_Construction
212129,Madhya Pradesh,Indore,Locality_228,Independent House,1,2470,182.1,0.07,2007,Furnished,1,5,18,5,6,Low,Yes,Yes,"Garden, Clubhouse, Pool, Gym, Playground",South,Builder,Under_Construction
212130,Rajasthan,Jodhpur,Locality_265,Villa,2,936,423.94,0.45,1993,Furnished,18,4,32,10,2,Low,Yes,No,"Gym, Clubhouse, Pool, Playground",South,Broker,Under_Construction
212131,Haryana,Faridabad,Locality_176,Villa,1,3182,316.28,0.1,2015,Unfurnished,1,6,10,9,1,High,Yes,Yes,"Pool, Garden, Gym, Playground, Clubhouse",West,Builder,Under_Construction
212132,Telangana,Hyderabad,Locality_417,Apartment,3,3581,263.2,0.07,2000,Furnished,0,23,25,8,8,Medium,No,No,"Gym, Pool, Clubhouse, Playground",North,Owner,Ready_to_Move
212133,Assam,Guwahati,Locality_151,Villa,5,1420,427.75,0.3,2020,Furnished,27,2,5,5,5,Low,Yes,Yes,Gym,West,Owner,Under_Construction
212134,Madhya Pradesh,Indore,Locality_122,Independent House,1,1894,171.96,0.09,1990,Semi-furnished,26,5,35,1,3,Medium,Yes,Yes,"Playground, Pool, Garden, Gym, Clubhouse",South,Broker,Under_Construction
212135,Uttar Pradesh,Lucknow,Locality_362,Independent House,5,2436,213.33,0.09,2008,Unfurnished,28,5,17,3,3,High,Yes,Yes,"Clubhouse, Pool",North,Broker,Under_Construction
212136,Haryana,Gurgaon,Locality_449,Independent House,4,2097,204.49,0.1,2001,Furnished,15,6,24,8,8,Low,Yes,No,"Pool, Garden, Gym",North,Owner,Ready_to_Move
